GRAPHEME	SOUND_CLASS	NAME	SOUND_CLASS_MODEL
ɳʷ	#64c8c8	labialized voiced retroflex nasal consonant	color
ɴ’	#64c8c8	voiced uvular ejective nasal consonant	color
ɹː	#6464c8	long voiced alveolar approximant consonant	color
ɾˡ	#6464c8	with-lateral-release devoiced voiced alveolar tap consonant	color
ɾ̃	#6464c8	nasalized devoiced voiced alveolar tap consonant	color
ʀ’	#6464c8	voiced uvular ejective trill consonant	color
ʃ’ʷ	#6496c8	labialized voiceless post-alveolar ejective sibilant fricative consonant	color
ʃ̥ʷ	#6496c8	labialized devoiced voiceless post-alveolar sibilant fricative consonant	color
ʈʲʰ	#9664c8	palatalized aspirated voiceless retroflex stop consonant	color
ʈⁿ	#9664c8	with-nasal-release voiceless retroflex stop consonant	color
ʊʏ̯	#c86464	from rounded near-close near-back to non-syllabic rounded near-close near-front diphthong	color
ʊ̘	#c86464	advanced-tongue-root rounded near-close near-back vowel	color
ʋʰ	#c864c8	aspirated voiced labio-dental approximant consonant	color
ʋ̃	#c864c8	nasalized voiced labio-dental approximant consonant	color
ʌ̝	#c86464	raised unrounded open-mid back vowel	color
ʒʰ	#6496c8	aspirated voiced post-alveolar sibilant fricative consonant	color
ʒ̥ʷ	#6496c8	labialized devoiced voiced post-alveolar sibilant fricative consonant	color
ʔb	#96c864	from voiceless glottal stop to voiced bilabial stop cluster	color
ʔd	#96c864	from voiceless glottal stop to voiced alveolar stop cluster	color
ʔk	#96c864	from voiceless glottal stop to voiceless velar stop cluster	color
ʔp	#96c864	from voiceless glottal stop to voiceless bilabial stop cluster	color
ʔt	#96c864	from voiceless glottal stop to voiceless alveolar stop cluster	color
ʘq	#c89664	from voiceless labial click to voiceless uvular stop cluster	color
ʘqʰ	#c89664	from voiceless labial click to aspirated voiceless uvular stop cluster	color
ʘx	#c89664	from voiceless labial click to voiceless velar fricative cluster	color
ʘʔ	#c89664	from voiceless labial click to voiceless glottal stop cluster	color
ʝ’	#6496c8	voiced palatal ejective fricative consonant	color
ⁿdɮ	#9664c8	from pre-nasalized voiced alveolar stop to voiced alveolar lateral fricative cluster	color
ⁿdʷ	#9664c8	pre-nasalized labialized voiced alveolar stop consonant	color
ⁿdβ	#9664c8	from pre-nasalized voiced alveolar stop to voiced bilabial fricative cluster	color
ⁿr	#6464c8	pre-nasalized voiced alveolar trill consonant	color
ⁿtsʼ	#9664c8	from pre-nasalized voiceless alveolar stop to voiceless alveolar ejective sibilant fricative cluster	color
ⁿtɬ	#9664c8	from pre-nasalized voiceless alveolar stop to voiceless alveolar lateral fricative cluster	color
ⁿtɸ	#9664c8	from pre-nasalized voiceless alveolar stop to voiceless bilabial fricative cluster	color
ⁿtʃʷʰ	#9664c8	pre-nasalized labialized aspirated voiceless post-alveolar sibilant affricate consonant	color
ⁿtʃʷ	#9664c8	pre-nasalized labialized voiceless post-alveolar sibilant affricate consonant	color
ⁿtʃ’	#9664c8	pre-nasalized voiceless post-alveolar ejective sibilant affricate consonant	color
ⁿǀ	#c89664	pre-nasalized voiceless dental click consonant	color
ⁿgʷ	#c89664	pre-nasalized labialized voiced velar stop consonant	color
ⁿɬ	#6464c8	pre-nasalized voiceless alveolar lateral fricative consonant	color
ⁿɮ	#6464c8	pre-nasalized voiced alveolar lateral fricative consonant	color
ⁿʃ	#6496c8	pre-nasalized voiceless post-alveolar sibilant fricative consonant	color
ⁿʒ	#6496c8	pre-nasalized voiced post-alveolar sibilant fricative consonant	color
õĩ	#c86464	from nasalized rounded close-mid back to nasalized unrounded close front diphthong	color
ãʉ̃	#c86464	from nasalized unrounded open front to nasalized rounded close central diphthong	color
ãẽ	#c86464	from nasalized unrounded open front to nasalized unrounded close-mid front diphthong	color
aʉ	#c86464	from unrounded open front to rounded close central diphthong	color
oɨ	#c86464	from rounded close-mid back to unrounded close central diphthong	color
aːɨ	#c86464	from long unrounded open front to unrounded close central diphthong	color
ɨu	#c86464	from unrounded close central to rounded close back diphthong	color
əa	#c86464	from unrounded mid central to unrounded open front diphthong	color
øi	#c86464	from rounded close-mid front to unrounded close front diphthong	color
ɨ̰	#c86464	creaky unrounded close central vowel	color
ɨ̰̃	#c86464	nasalized creaky unrounded close central vowel	color
ð̞ʲ	#9664c8	palatalized voiced dental approximant consonant	color
n̪dz̪	#64c8c8	from voiced dental nasal to voiced dental sibilant affricate cluster	color
mpʲʷ	#64c896	from voiced bilabial nasal to palatalized labialized voiceless bilabial stop cluster	color
mpʷ	#64c896	from voiced bilabial nasal to labialized voiceless bilabial stop cluster	color
ntʲ	#64c8c8	from voiced alveolar nasal to palatalized voiceless alveolar stop cluster	color
pʲʷ	#c8c864	palatalized labialized voiceless bilabial stop consonant	color
t̠pʲ	#9664c8	from voiceless post-alveolar stop to palatalized voiceless bilabial stop cluster	color
tpʲ	#9664c8	from voiceless alveolar stop to palatalized voiceless bilabial stop cluster	color
t̠p	#9664c8	from voiceless post-alveolar stop to voiceless bilabial stop cluster	color
mʲʷ	#64c896	palatalized labialized voiced bilabial nasal consonant	color
mbβ	#64c896	from voiced bilabial nasal to voiced bilabial affricate cluster	color
ʀʲ	#6464c8	palatalized voiced uvular trill consonant	color
ʃˤ	#6496c8	pharyngealized voiceless post-alveolar sibilant fricative consonant	color
t̠̰ʃ̰	#9664c8	from creaky voiceless post-alveolar stop to creaky voiceless post-alveolar sibilant fricative cluster	color
t̰ɬ̰	#9664c8	from creaky voiceless alveolar stop to creaky voiceless alveolar lateral fricative cluster	color
ɽ̥	#6464c8	devoiced voiced retroflex tap consonant	color
t̠ɕ	#9664c8	from voiceless post-alveolar stop to voiceless alveolo-palatal sibilant fricative cluster	color
t̠ɕʰ	#9664c8	from voiceless post-alveolar stop to aspirated voiceless alveolo-palatal sibilant fricative cluster	color
n̪ts̪	#64c8c8	from voiced dental nasal to voiceless dental sibilant affricate cluster	color
n̪ts̪ʰ	#64c8c8	from voiced dental nasal to aspirated voiceless dental affricate cluster	color
ɹ̰	#6464c8	creaky voiced alveolar approximant consonant	color
g̰ʷ	#c89664	labialized creaky voiced velar stop consonant	color
iɤ	#c86464	from unrounded close front to unrounded close-mid back diphthong	color
rˠ	#6464c8	velarized voiced alveolar trill consonant	color
n̰ʲ	#64c8c8	palatalized creaky voiced alveolar nasal consonant	color
dz̪ʲ	#9664c8	palatalized voiced dental sibilant affricate consonant	color
ĩˀ	#c86464	glottalized nasalized unrounded close front vowel	color
ẽˀ	#c86464	glottalized nasalized unrounded close-mid front vowel	color
ãˀ	#c86464	glottalized nasalized unrounded open front vowel	color
õˀ	#c86464	glottalized nasalized rounded close-mid back vowel	color
mβʲ	#64c896	from voiced bilabial nasal to palatalized voiced bilabial fricative cluster	color
ɲˀ	#64c8c8	glottalized voiced palatal nasal consonant	color
oʉ	#c86464	from rounded close-mid back to rounded close central diphthong	color
ɑ̰	#c86464	creaky unrounded open back vowel	color
u̠ː	#c86464	long retracted rounded close back vowel	color
ɑˤ	#c86464	pharyngealized unrounded open back vowel	color
ɒ̯	#c86464	non-syllabic rounded open back vowel	color
ə̯˞	#c86464	rhotacized non-syllabic unrounded mid central vowel	color
ɘ̯	#c86464	non-syllabic unrounded close-mid central vowel	color
ɜ̯	#c86464	non-syllabic unrounded open-mid central vowel	color
ɞ̯	#c86464	non-syllabic rounded open-mid central vowel	color
ɵ̯	#c86464	non-syllabic rounded close-mid central vowel	color
ø̯	#c86464	non-syllabic rounded close-mid front vowel	color
ɶ̯	#c86464	non-syllabic rounded open front vowel	color
œ̯	#c86464	non-syllabic rounded open-mid front vowel	color
ʉ̯	#c86464	non-syllabic rounded close central vowel	color
y̯	#c86464	non-syllabic rounded close front vowel	color
ʏ̯	#c86464	non-syllabic rounded near-close near-front vowel	color
æ̯	#c86464	non-syllabic unrounded near-open front vowel	color
ã̯	#c86464	non-syllabic nasalized unrounded open front vowel	color
ɐ̯̃	#c86464	non-syllabic nasalized unrounded near-open central vowel	color
ɑ̯̃	#c86464	non-syllabic nasalized unrounded open back vowel	color
ɒ̯̃	#c86464	non-syllabic nasalized rounded open back vowel	color
ɔ̯̃	#c86464	non-syllabic nasalized rounded open-mid back vowel	color
ẽ̯	#c86464	non-syllabic nasalized unrounded close-mid front vowel	color
ɛ̯̃	#c86464	non-syllabic nasalized unrounded open-mid front vowel	color
ə̯̃	#c86464	non-syllabic nasalized unrounded mid central vowel	color
ə̯̃˞	#c86464	rhotacized non-syllabic nasalized unrounded mid central vowel	color
ɘ̯̃	#c86464	non-syllabic nasalized unrounded close-mid central vowel	color
ɜ̯̃	#c86464	non-syllabic nasalized unrounded open-mid central vowel	color
ɞ̯̃	#c86464	non-syllabic nasalized rounded open-mid central vowel	color
ɤ̯̃	#c86464	non-syllabic nasalized unrounded close-mid back vowel	color
ɪ̯̃	#c86464	non-syllabic nasalized unrounded near-close near-front vowel	color
ɨ̯̃	#c86464	non-syllabic nasalized unrounded close central vowel	color
ɯ̯̃	#c86464	non-syllabic nasalized unrounded close back vowel	color
õ̯	#c86464	non-syllabic nasalized rounded close-mid back vowel	color
ɵ̯̃	#c86464	non-syllabic nasalized rounded close-mid central vowel	color
ø̯̃	#c86464	non-syllabic nasalized rounded close-mid front vowel	color
ɶ̯̃	#c86464	non-syllabic nasalized rounded open front vowel	color
œ̯̃	#c86464	non-syllabic nasalized rounded open-mid front vowel	color
ʉ̯̃	#c86464	non-syllabic nasalized rounded close central vowel	color
ʊ̯̃	#c86464	non-syllabic nasalized rounded near-close near-back vowel	color
ʌ̯̃	#c86464	non-syllabic nasalized unrounded open-mid back vowel	color
ỹ̯	#c86464	non-syllabic nasalized rounded close front vowel	color
ʏ̯̃	#c86464	non-syllabic nasalized rounded near-close near-front vowel	color
æ̯̃	#c86464	non-syllabic nasalized unrounded near-open front vowel	color
ɐ̥	#c86464	devoiced unrounded near-open central vowel	color
ɑ̥	#c86464	devoiced unrounded open back vowel	color
ɒ̥	#c86464	devoiced rounded open back vowel	color
ə̥˞	#c86464	rhotacized devoiced unrounded mid central vowel	color
ɘ̥	#c86464	devoiced unrounded close-mid central vowel	color
ɜ̥	#c86464	devoiced unrounded open-mid central vowel	color
ɞ̥	#c86464	devoiced rounded open-mid central vowel	color
ɤ̥	#c86464	devoiced unrounded close-mid back vowel	color
ɵ̥	#c86464	devoiced rounded close-mid central vowel	color
ø̥	#c86464	devoiced rounded close-mid front vowel	color
ɶ̥	#c86464	devoiced rounded open front vowel	color
œ̥	#c86464	devoiced rounded open-mid front vowel	color
ʉ̥	#c86464	devoiced rounded close central vowel	color
ʌ̥	#c86464	devoiced unrounded open-mid back vowel	color
y̥	#c86464	devoiced rounded close front vowel	color
ʏ̥	#c86464	devoiced rounded near-close near-front vowel	color
æ̥	#c86464	devoiced unrounded near-open front vowel	color
ʋ̥	#c864c8	devoiced voiced labio-dental approximant consonant	color
ɺ̥	#6464c8	devoiced voiced alveolar lateral tap consonant	color
ɻ̥	#6464c8	devoiced voiced retroflex approximant consonant	color
ḁ̯	#c86464	non-syllabic devoiced unrounded open front vowel	color
ɐ̥̯	#c86464	non-syllabic devoiced unrounded near-open central vowel	color
ɑ̥̯	#c86464	non-syllabic devoiced unrounded open back vowel	color
ɒ̥̯	#c86464	non-syllabic devoiced rounded open back vowel	color
ɔ̥̯	#c86464	non-syllabic devoiced rounded open-mid back vowel	color
e̥̯	#c86464	non-syllabic devoiced unrounded close-mid front vowel	color
ɛ̥̯	#c86464	non-syllabic devoiced unrounded open-mid front vowel	color
ə̥̯	#c86464	non-syllabic devoiced unrounded mid central vowel	color
ə̥̯˞	#c86464	rhotacized non-syllabic devoiced unrounded mid central vowel	color
ɘ̥̯	#c86464	non-syllabic devoiced unrounded close-mid central vowel	color
ɜ̥̯	#c86464	non-syllabic devoiced unrounded open-mid central vowel	color
ɞ̥̯	#c86464	non-syllabic devoiced rounded open-mid central vowel	color
ɤ̥̯	#c86464	non-syllabic devoiced unrounded close-mid back vowel	color
i̥̯	#c86464	non-syllabic devoiced unrounded close front vowel	color
ɪ̥̯	#c86464	non-syllabic devoiced unrounded near-close near-front vowel	color
ɨ̥̯	#c86464	non-syllabic devoiced unrounded close central vowel	color
ɯ̥̯	#c86464	non-syllabic devoiced unrounded close back vowel	color
o̥̯	#c86464	non-syllabic devoiced rounded close-mid back vowel	color
ɵ̥̯	#c86464	non-syllabic devoiced rounded close-mid central vowel	color
ø̥̯	#c86464	non-syllabic devoiced rounded close-mid front vowel	color
ɶ̥̯	#c86464	non-syllabic devoiced rounded open front vowel	color
œ̥̯	#c86464	non-syllabic devoiced rounded open-mid front vowel	color
u̥̯	#c86464	non-syllabic devoiced rounded close back vowel	color
ʉ̥̯	#c86464	non-syllabic devoiced rounded close central vowel	color
ʊ̥̯	#c86464	non-syllabic devoiced rounded near-close near-back vowel	color
ʌ̥̯	#c86464	non-syllabic devoiced unrounded open-mid back vowel	color
y̥̯	#c86464	non-syllabic devoiced rounded close front vowel	color
ʏ̥̯	#c86464	non-syllabic devoiced rounded near-close near-front vowel	color
æ̥̯	#c86464	non-syllabic devoiced unrounded near-open front vowel	color
ḁ̃	#c86464	nasalized devoiced unrounded open front vowel	color
ɐ̥̃	#c86464	nasalized devoiced unrounded near-open central vowel	color
ɑ̥̃	#c86464	nasalized devoiced unrounded open back vowel	color
ɒ̥̃	#c86464	nasalized devoiced rounded open back vowel	color
ɔ̥̃	#c86464	nasalized devoiced rounded open-mid back vowel	color
ẽ̥	#c86464	nasalized devoiced unrounded close-mid front vowel	color
ɛ̥̃	#c86464	nasalized devoiced unrounded open-mid front vowel	color
ə̥̃	#c86464	nasalized devoiced unrounded mid central vowel	color
ə̥̃˞	#c86464	rhotacized nasalized devoiced unrounded mid central vowel	color
ɘ̥̃	#c86464	nasalized devoiced unrounded close-mid central vowel	color
ɜ̥̃	#c86464	nasalized devoiced unrounded open-mid central vowel	color
ɞ̥̃	#c86464	nasalized devoiced rounded open-mid central vowel	color
ɤ̥̃	#c86464	nasalized devoiced unrounded close-mid back vowel	color
ĩ̥	#c86464	nasalized devoiced unrounded close front vowel	color
