ID	GRAPHEME	ALIASES	REPRESENTATION	TRANSCRIPTION_SYSTEMS	TRANSCRIPTION_DATA	SOUND_CLASSES
syllabic devoiced voiced retroflex nasal consonant	ɳ̩̥	ɳ̥̩, ɳ̩̥	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic devoiced voiced palatal nasal consonant	ɲ̩̥	ɲ̥̩, ɲ̩̥	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic devoiced voiced velar nasal consonant	ŋ̩̥	ŋ̥̩, ŋ̩̥	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic devoiced voiced uvular nasal consonant	ɴ̩̥	ɴ̥̩, ɴ̩̥	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized voiceless dental fricative consonant	θʲ	θʲ, θʸ	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
palatalized voiced alveolar approximant consonant	ɹʲ	ɹʲ, ɹʸ	3	bipa, gld	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized voiced retroflex lateral approximant consonant	ɭʲ	ɭʲ, ɭʸ	3	bipa, gld	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
palatalized voiced palatal nasal consonant	ɲʲ	ɲʲ, ɲʸ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized voiced uvular nasal consonant	ɴʲ	ɴʲ, ɴʸ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized devoiced voiced labio-dental approximant consonant	ʋ̥ʲ	ʋ̥ʲ, ʋ̥ʸ	3	bipa, gld	nidaba	asjp:w, color:#c864c8, dolgo:W, prosody:6, sca:W
palatalized devoiced voiced alveolar approximant consonant	ɹ̥ʲ	ɹ̥ʲ, ɹ̥ʸ	3	bipa, gld	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized devoiced voiced retroflex lateral approximant consonant	ɭ̥ʲ	ɭ̥ʲ, ɭ̥ʸ	3	bipa, gld	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
palatalized devoiced voiced retroflex nasal consonant	ɳ̥ʲ	ɳ̥ʲ, ɳ̥ʸ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized devoiced voiced palatal nasal consonant	ɲ̥ʲ	ɲ̥ʲ, ɲ̥ʸ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized devoiced voiced uvular nasal consonant	ɴ̥ʲ	ɴ̥ʲ, ɴ̥ʸ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated voiced bilabial stop consonant	bʲʰ	bʰʲ, bʲʰ, bʸʰ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
palatalized aspirated voiced bilabial nasal consonant	mʲʰ	mʰʲ, mʲʰ, mʸʰ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized aspirated voiced alveolar stop consonant	dʲʰ	dʰʲ, dʲʰ, dʸʰ	3	bipa, gld	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
palatalized aspirated voiced alveolar nasal consonant	nʲʰ	nʰʲ, nʲʰ, nʸʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated voiced retroflex nasal consonant	ɳʲʰ	ɳʰʲ, ɳʲʰ, ɳʸʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated voiced palatal nasal consonant	ɲʲʰ	ɲʰʲ, ɲʲʰ, ɲʸʰ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated voiced velar stop consonant	gʲʰ	gʲʰ, gʸʰ, ɡʰʲ	3	bipa, gld	nidaba	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
palatalized aspirated voiced velar nasal consonant	ŋʲʰ	ŋʰʲ, ŋʲʰ, ŋʸʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated voiced uvular stop consonant	ɢʲʰ	ɢʰʲ, ɢʲʰ, ɢʸʰ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
palatalized aspirated voiced uvular nasal consonant	ɴʲʰ	ɴʰʲ, ɴʲʰ, ɴʸʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated voiceless glottal stop consonant	ʔʲʰ	ʔʰʲ, ʔʲʰ, ʔʸʰ	3	bipa, gld	nidaba	asjp:7, color:#96c864, dolgo:H, prosody:1, sca:H
palatalized aspirated devoiced voiced bilabial nasal consonant	m̥ʲʰ	m̥ʰʲ, m̥ʲʰ, m̥ʸʰ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized aspirated devoiced voiced alveolar nasal consonant	n̥ʲʰ	n̥ʰʲ, n̥ʲʰ, n̥ʸʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated devoiced voiced retroflex nasal consonant	ɳ̥ʲʰ	ɳ̥ʰʲ, ɳ̥ʲʰ, ɳ̥ʸʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated devoiced voiced palatal nasal consonant	ɲ̥ʲʰ	ɲ̥ʰʲ, ɲ̥ʲʰ, ɲ̥ʸʰ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated devoiced voiced velar nasal consonant	ŋ̥ʲʰ	ŋ̥ʰʲ, ŋ̥ʲʰ, ŋ̥ʸʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
palatalized aspirated devoiced voiced uvular nasal consonant	ɴ̥ʲʰ	ɴ̥ʰʲ, ɴ̥ʲʰ, ɴ̥ʸʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized voiceless bilabial stop consonant	p̩ʲ	p̩ʲ, p̩ʸ	3	bipa, gld	nidaba	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic palatalized voiced bilabial stop consonant	b̩ʲ	b̩ʲ, b̩ʸ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic palatalized voiced bilabial nasal consonant	m̩ʲ	m̩ʲ, m̩ʸ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic palatalized voiceless labio-dental fricative consonant	f̩ʲ	f̩ʲ, f̩ʸ	3	bipa, gld	nidaba	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
syllabic palatalized voiced labio-dental fricative consonant	v̩ʲ	v̩ʲ, v̩ʸ	3	bipa, gld	nidaba	asjp:v, color:#c864c8, dolgo:W, prosody:3, sca:B
syllabic palatalized voiceless dental fricative consonant	θ̩ʲ	θ̩ʲ, θ̩ʸ	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
syllabic palatalized voiced dental fricative consonant	ð̩ʲ	ð̩ʲ, ð̩ʸ	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
syllabic palatalized voiceless alveolar stop consonant	t̩ʲ	t̩ʲ, t̩ʸ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic palatalized voiced alveolar stop consonant	d̩ʲ	d̩ʲ, d̩ʸ	3	bipa, gld	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic palatalized voiceless alveolar sibilant fricative consonant	s̩ʲ	s̩ʲ, s̩ʸ	3	bipa, gld	nidaba	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced alveolar sibilant fricative consonant	z̩ʲ	z̩ʲ, z̩ʸ	3	bipa, gld	nidaba	asjp:z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiceless alveolar lateral fricative consonant	ɬ̩ʲ	ɬ̩ʲ, ɬ̩ʸ	3	bipa, gld	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic palatalized voiced alveolar nasal consonant	n̩ʲ	n̩ʲ, n̩ʸ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized voiceless retroflex stop consonant	ʈ̩ʲ	ʈ̩ʲ, ʈ̩ʸ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic palatalized voiceless retroflex sibilant fricative consonant	ʂ̩ʲ	ʂ̩ʲ, ʂ̩ʸ	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced retroflex sibilant fricative consonant	ʐ̩ʲ	ʐ̩ʲ, ʐ̩ʸ	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced retroflex nasal consonant	ɳ̩ʲ	ɳ̩ʲ, ɳ̩ʸ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized voiced palatal nasal consonant	ɲ̩ʲ	ɲ̩ʲ, ɲ̩ʸ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized voiceless velar stop consonant	k̩ʲ	k̩ʲ, k̩ʸ	3	bipa, gld	nidaba	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic palatalized voiced velar stop consonant	g̩ʲ	g̩ʲ, g̩ʸ, ɡ̩ʲ	3	bipa, gld	nidaba	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic palatalized voiceless velar fricative consonant	x̩ʲ	x̩ʲ, x̩ʸ	3	bipa, gld	nidaba	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic palatalized voiced velar fricative consonant	ɣ̩ʲ	ɣ̩ʲ, ɣ̩ʸ	3	bipa, gld	nidaba	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic palatalized voiced velar nasal consonant	ŋ̩ʲ	ŋ̩ʲ, ŋ̩ʸ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized voiceless uvular stop consonant	q̩ʲ	q̩ʲ, q̩ʸ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic palatalized voiced uvular stop consonant	ɢ̩ʲ	ɢ̩ʲ, ɢ̩ʸ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic palatalized voiced uvular nasal consonant	ɴ̩ʲ	ɴ̩ʲ, ɴ̩ʸ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized voiceless glottal stop consonant	ʔ̩ʲ	ʔ̩ʲ, ʔ̩ʸ	3	bipa, gld	nidaba	asjp:7, color:#96c864, dolgo:H, prosody:1, sca:H
syllabic palatalized voiceless glottal fricative consonant	h̩ʲ	h̩ʲ, h̩ʸ	3	bipa, gld	nidaba	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic palatalized voiced glottal fricative consonant	ɦ̩ʲ	ɦ̩ʲ, ɦ̩ʸ	3	bipa, gld	nidaba	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic palatalized devoiced voiced bilabial nasal consonant	m̩̥ʲ	m̥̩ʲ, m̩̥ʲ, m̩̥ʸ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic palatalized devoiced voiced alveolar nasal consonant	n̩̥ʲ	n̥̩ʲ, n̩̥ʲ, n̩̥ʸ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized devoiced voiced retroflex nasal consonant	ɳ̩̥ʲ	ɳ̥̩ʲ, ɳ̩̥ʲ, ɳ̩̥ʸ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized devoiced voiced palatal nasal consonant	ɲ̩̥ʲ	ɲ̥̩ʲ, ɲ̩̥ʲ, ɲ̩̥ʸ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized devoiced voiced velar nasal consonant	ŋ̩̥ʲ	ŋ̥̩ʲ, ŋ̩̥ʲ, ŋ̩̥ʸ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic palatalized devoiced voiced uvular nasal consonant	ɴ̩̥ʲ	ɴ̥̩ʲ, ɴ̩̥ʲ, ɴ̩̥ʸ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized voiced dental fricative consonant	ðʷ	ðʷ	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
labialized voiced alveolar lateral fricative consonant	ɮʷ	ɮʷ	3	bipa	diachronica, nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
labialized voiceless retroflex stop consonant	ʈʷ	ʈʷ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized voiced uvular nasal consonant	ɴʷ	ɴʷ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized devoiced voiced alveolar nasal consonant	n̥ʷ	n̥ʷ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized devoiced voiced retroflex nasal consonant	ɳ̥ʷ	ɳ̥ʷ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized devoiced voiced palatal nasal consonant	ɲ̥ʷ	ɲ̥ʷ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized devoiced voiced uvular nasal consonant	ɴ̥ʷ	ɴ̥ʷ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated voiceless retroflex stop consonant	ʈʷʰ	ʈʰʷ, ʈʷʰ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized aspirated voiced retroflex nasal consonant	ɳʷʰ	ɳʰʷ, ɳʷʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated voiced uvular nasal consonant	ɴʷʰ	ɴʰʷ, ɴʷʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated devoiced voiced bilabial nasal consonant	m̥ʷʰ	m̥ʰʷ, m̥ʷʰ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
labialized aspirated devoiced voiced alveolar nasal consonant	n̥ʷʰ	n̥ʰʷ, n̥ʷʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated devoiced voiced retroflex nasal consonant	ɳ̥ʷʰ	ɳ̥ʰʷ, ɳ̥ʷʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated devoiced voiced palatal nasal consonant	ɲ̥ʷʰ	ɲ̥ʰʷ, ɲ̥ʷʰ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated devoiced voiced velar nasal consonant	ŋ̥ʷʰ	ŋ̥ʰʷ, ŋ̥ʷʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
labialized aspirated devoiced voiced uvular nasal consonant	ɴ̥ʷʰ	ɴ̥ʰʷ, ɴ̥ʷʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized voiceless bilabial stop consonant	p̩ʷ	p̩ʷ	3	bipa, gld	nidaba	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic labialized voiced bilabial stop consonant	b̩ʷ	b̩ʷ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic labialized voiced bilabial nasal consonant	m̩ʷ	m̩ʷ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic labialized voiceless labio-dental fricative consonant	f̩ʷ	f̩ʷ	3	bipa, gld	nidaba	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
syllabic labialized voiced labio-dental fricative consonant	v̩ʷ	v̩ʷ	3	bipa, gld	nidaba	asjp:v, color:#c864c8, dolgo:W, prosody:3, sca:B
syllabic labialized voiceless dental fricative consonant	θ̩ʷ	θ̩ʷ	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
syllabic labialized voiced dental fricative consonant	ð̩ʷ	ð̩ʷ	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
syllabic labialized voiceless alveolar stop consonant	t̩ʷ	t̩ʷ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic labialized voiced alveolar stop consonant	d̩ʷ	d̩ʷ	3	bipa, gld	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic labialized voiceless alveolar sibilant fricative consonant	s̩ʷ	s̩ʷ	3	bipa, gld	nidaba	asjp:s, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic labialized voiced alveolar sibilant fricative consonant	z̩ʷ	z̩ʷ	3	bipa, gld	nidaba	asjp:z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic labialized voiceless alveolar lateral fricative consonant	ɬ̩ʷ	ɬ̩ʷ	3	bipa, gld	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic labialized voiced alveolar nasal consonant	n̩ʷ	n̩ʷ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized voiceless retroflex stop consonant	ʈ̩ʷ	ʈ̩ʷ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic labialized voiceless retroflex sibilant fricative consonant	ʂ̩ʷ	ʂ̩ʷ	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic labialized voiced retroflex sibilant fricative consonant	ʐ̩ʷ	ʐ̩ʷ	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic labialized voiced retroflex nasal consonant	ɳ̩ʷ	ɳ̩ʷ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized voiced palatal nasal consonant	ɲ̩ʷ	ɲ̩ʷ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized voiceless velar stop consonant	k̩ʷ	k̩ʷ	3	bipa, gld	nidaba	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic labialized voiceless velar fricative consonant	x̩ʷ	x̩ʷ	3	bipa, gld	nidaba	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic labialized voiced velar fricative consonant	ɣ̩ʷ	ɣ̩ʷ	3	bipa, gld	nidaba	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic labialized voiceless uvular stop consonant	q̩ʷ	q̩ʷ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic labialized voiced uvular stop consonant	ɢ̩ʷ	ɢ̩ʷ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic labialized voiced uvular nasal consonant	ɴ̩ʷ	ɴ̩ʷ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized voiceless glottal stop consonant	ʔ̩ʷ	ʔ̩ʷ	3	bipa, gld	nidaba	asjp:7, color:#96c864, dolgo:H, prosody:1, sca:H
syllabic labialized voiceless glottal fricative consonant	h̩ʷ	h̩ʷ	3	bipa, gld	nidaba	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic labialized voiced glottal fricative consonant	ɦ̩ʷ	ɦ̩ʷ	3	bipa, gld	nidaba	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic labialized devoiced voiced bilabial nasal consonant	m̩̥ʷ	m̥̩ʷ, m̩̥ʷ	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic labialized devoiced voiced alveolar nasal consonant	n̩̥ʷ	n̥̩ʷ, n̩̥ʷ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized devoiced voiced retroflex nasal consonant	ɳ̩̥ʷ	ɳ̥̩ʷ, ɳ̩̥ʷ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized devoiced voiced palatal nasal consonant	ɲ̩̥ʷ	ɲ̥̩ʷ, ɲ̩̥ʷ	3	bipa, gld	nidaba	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized devoiced voiced velar nasal consonant	ŋ̩̥ʷ	ŋ̥̩ʷ, ŋ̩̥ʷ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic labialized devoiced voiced uvular nasal consonant	ɴ̩̥ʷ	ɴ̥̩ʷ, ɴ̩̥ʷ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic voiceless alveolo-palatal sibilant fricative consonant	ɕ̩	ɕ̩, ʆ̩	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic voiced alveolo-palatal sibilant fricative consonant	ʑ̩	ʑ̩	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
palatalized voiceless alveolo-palatal sibilant fricative consonant	ɕʲ	ɕʲ, ʆʸ	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
palatalized voiced alveolo-palatal sibilant fricative consonant	ʑʲ	ʑʲ, ʑʸ	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiceless alveolo-palatal sibilant fricative consonant	ɕ̩ʲ	ɕ̩ʲ, ʆ̩ʸ	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced alveolo-palatal sibilant fricative consonant	ʑ̩ʲ	ʑ̩ʲ, ʑ̩ʸ	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic labialized voiceless alveolo-palatal sibilant fricative consonant	ɕ̩ʷ	ɕ̩ʷ, ʆ̩ʷ	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic labialized voiced alveolo-palatal sibilant fricative consonant	ʑ̩ʷ	ʑ̩ʷ	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiceless alveolo-palatal sibilant affricate consonant	tɕʷ	tɕʷ, t͡ɕʷ, ɕʷ	3	bipa, gld	nidaba	asjp:C, color:#c89664, dolgo:K, prosody:2, sca:C
labialized voiced alveolo-palatal sibilant affricate consonant	dʑʷ	dʑʷ, d͡ʑʷ, ʓʷ	3	bipa, gld	nidaba	asjp:j, color:#c89664, dolgo:K, prosody:2, sca:C
from voiceless bilabial stop to palatalized voiceless alveolar stop cluster	ptʲ	ptʲ, ptʸ, p͡tʲ	3	bipa, gld	nidaba	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
from voiced bilabial stop to palatalized voiced alveolar stop cluster	bdʲ	bdʲ, bdʸ, b͡dʲ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
palatalized voiceless alveolo-palatal sibilant affricate consonant	tɕʲ	tɕʲ, t͡ɕʲ, ɕʸ	3	bipa, gld	nidaba	asjp:C, color:#c89664, dolgo:K, prosody:2, sca:C
palatalized voiced alveolo-palatal sibilant affricate consonant	dʑʲ	dʑʲ, d͡ʑʲ, ʓʸ	3	bipa, gld	nidaba	asjp:j, color:#c89664, dolgo:K, prosody:2, sca:C
aspirated voiced labio-dental affricate consonant	bvʰ	bvʰ, b͡vʰ, bᵛʰ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:2, sca:B
aspirated voiced retroflex sibilant affricate consonant	ɖʐʰ	ɖʐʰ, ɖ͡ʐʰ, ᶚʰ	3	bipa, gld	nidaba	asjp:j, color:#c89664, dolgo:K, prosody:2, sca:C
aspirated voiced velar affricate consonant	gɣʰ	gɣʰ, gˠʰ, ɡ͡ɣʰ	3	bipa, gld	nidaba	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
aspirated voiced uvular affricate consonant	ɢʁʰ	ɢʁʰ, ɢʶʰ, ɢ͡ʁʰ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
labialized voiceless labio-dental affricate consonant	pfʷ	pfʷ, p͡fʷ, pᶠʷ	3	bipa, gld	nidaba	asjp:p, color:#c8c864, dolgo:P, prosody:2, sca:B
labialized voiced labio-dental affricate consonant	bvʷ	bvʷ, b͡vʷ, bᵛʷ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:2, sca:B
labialized voiceless alveolar lateral affricate consonant	tɬʷ	tɬʷ, t͡ɬʷ, ƛʷ	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized voiced retroflex sibilant affricate consonant	ɖʐʷ	ɖʐʷ, ɖ͡ʐʷ, ᶚʷ	3	bipa, gld	nidaba	asjp:j, color:#c89664, dolgo:K, prosody:2, sca:C
labialized voiced velar affricate consonant	gɣʷ	gɣʷ, gˠʷ, ɡ͡ɣʷ	3	bipa, gld	nidaba	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
labialized voiced uvular affricate consonant	ɢʁʷ	ɢʁʷ, ɢʶʷ, ɢ͡ʁʷ	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
palatalized voiceless labio-dental affricate consonant	pfʲ	pfʲ, p͡fʲ, pᶠʸ	3	bipa, gld	nidaba	asjp:p, color:#c8c864, dolgo:P, prosody:2, sca:B
palatalized voiced labio-dental affricate consonant	bvʲ	bvʲ, b͡vʲ, bᵛʸ	3	bipa, gld	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:2, sca:B
