CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	LATEX	FEATURES
long non-syllabic nasalized rounded close-mid front vowel	ø̯̃ː	ø̯̃ː	\textipa{\~\textroundcap{\o}}\textlengthmark	vowel::empty::−high −low −back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded open front vowel	ɶ̯̃ː	ɶ̯̃ː	\textipa{\~\textroundcap{\textscoelig}}\textlengthmark	vowel::empty::−high +low −back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded open-mid front vowel	œ̯̃ː	œ̯̃ː	\textipa{\~\textroundcap{\oe}}\textlengthmark	vowel::empty::−high −low −back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded close back vowel	ũ̯ː	ũ̯ː	\textipa{\~\textroundcap{u}}\textlengthmark	vowel::empty::+high −low +back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded close central vowel	ʉ̯̃ː	ʉ̯̃ː	\textipa{\~\textroundcap{\textbaru}}\textlengthmark	vowel::empty::+high −low +back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded near-close near-back vowel	ʊ̯̃ː	ʊ̯̃ː	\textipa{\~\textroundcap{\textupsilon}}\textlengthmark	vowel::empty::+high −low +back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized unrounded open-mid back vowel	ʌ̯̃ː	ʌ̯̃ː	\textipa{\~\textroundcap{\textturnv}}\textlengthmark	vowel::empty::−high −low +back −round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded close front vowel	ỹ̯ː	ỹ̯ː	\textipa{\~\textroundcap{y}}\textlengthmark	vowel::empty::+high −low −back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized rounded near-close near-front vowel	ʏ̯̃ː	ʏ̯̃ː	\textipa{\~\textroundcap{\textipa{Y}}}\textlengthmark	vowel::empty::+high −low −back +round +voice +nasal −spread glottis −constricted glottis
long non-syllabic nasalized unrounded near-open front vowel	æ̯̃ː	æ̯̃ː	\textipa{\~\textroundcap{\ae}}\textlengthmark	vowel::empty::−high +low −back −round +voice +nasal −spread glottis −constricted glottis
long devoiced unrounded open front vowel	ḁː	ḁː	*a\textlengthmark	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded near-open central vowel	ɐ̥ː	ɐ̥ː	*\textturna\textlengthmark	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded open back vowel	ɑ̥ː	ɑ̥ː	*\textscripta\textlengthmark	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded open back vowel	ɒ̥ː	ɒ̥ː	*\textturnscripta\textlengthmark	vowel::empty::−high +low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded open-mid back vowel	ɔ̥ː	ɔ̥ː	*\textopeno\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded close-mid front vowel	e̥ː	e̥ː	*e\textlengthmark	vowel::empty::−high −low −back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded open-mid front vowel	ɛ̥ː	ɛ̥ː	*\textipa{E}\textlengthmark	vowel::empty::−high −low −back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded mid central vowel	ə̥ː	ə̥ː	*\textschwa\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long rhotacized devoiced unrounded mid central vowel	ə̥˞ː	ɚ̥ː	*\textrhookschwa\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded close-mid central vowel	ɘ̥ː	ɘ̥ː	*\textreve\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded open-mid central vowel	ɜ̥ː	ɜ̥ː	*\textipa{3}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded open-mid central vowel	ɞ̥ː	ɞ̥ː	*\textcloseepsilon\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded close-mid back vowel	ɤ̥ː	ɤ̥ː	*\textipa{7}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded close front vowel	i̥ː	i̥ː	*i\textlengthmark	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded near-close near-front vowel	ɪ̥ː	ɪ̥ː	*\textipa{I}\textlengthmark	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded close central vowel	ɨ̥ː	ɨ̥ː	*\textbari\textlengthmark	vowel::empty::+high −low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded close back vowel	ɯ̥ː	ɯ̥ː	*\textturnm\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded close-mid back vowel	o̥ː	o̥ː	*o\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded close-mid central vowel	ɵ̥ː	ɵ̥ː	*\textbaro\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded close-mid front vowel	ø̥ː	ø̥ː	*\o\textlengthmark	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded open front vowel	ɶ̥ː	ɶ̥ː	*\textscoelig\textlengthmark	vowel::empty::−high +low −back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded open-mid front vowel	œ̥ː	œ̥ː	*\oe\textlengthmark	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded close back vowel	u̥ː	u̥ː	*u\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded close central vowel	ʉ̥ː	ʉ̥ː	*\textbaru\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded near-close near-back vowel	ʊ̥ː	ʊ̥ː	*\textupsilon\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded open-mid back vowel	ʌ̥ː	ʌ̥ː	*\textturnv\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded close front vowel	y̥ː	y̥ː	*y\textlengthmark	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
long devoiced rounded near-close near-front vowel	ʏ̥ː	ʏ̥ː	*\textipa{Y}\textlengthmark	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
long devoiced unrounded near-open front vowel	æ̥ː	æ̥ː	*\ae\textlengthmark	vowel::empty::−high +low −back −round −voice −nasal −spread glottis −constricted glottis
long devoiced voiced bilabial nasal consonant	m̥ː	m̥ː	*m\textlengthmark	nasal::labial::−voice +nasal
long devoiced voiced labio-dental nasal consonant	ɱ̥ː	ɱ̥ː	*\textltailm\textlengthmark	nasal::labiodental::−voice +nasal
long devoiced voiced alveolar nasal consonant	n̥ː	n̥ː	*n\textlengthmark	nasal::alveolar::−voice +nasal
long devoiced voiced retroflex nasal consonant	ɳ̥ː	ɳ̥ː	*\:n\textlengthmark	nasal::retroflex::−voice +nasal
long devoiced voiced palatal nasal consonant	ɲ̥ː	ɲ̥ː	*\textltailn\textlengthmark	nasal::palatal::−voice +nasal
long devoiced voiced velar nasal consonant	ŋ̥ː	ŋ̥ː	*\textipa{N}\textlengthmark	nasal::velar::−voice +nasal
long devoiced voiced uvular nasal consonant	ɴ̥ː	ɴ̥ː	*\textscn\textlengthmark	nasal::uvular::−voice +nasal
long non-syllabic devoiced unrounded open front vowel	ḁ̯ː	a̯̥ː	*\textroundcap{a}\textlengthmark	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded near-open central vowel	ɐ̥̯ː	ɐ̯̥ː	*\textroundcap{\textturna}\textlengthmark	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded open back vowel	ɑ̥̯ː	ɑ̯̥ː	*\textroundcap{\textscripta}\textlengthmark	vowel::empty::−high +low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded open back vowel	ɒ̥̯ː	ɒ̯̥ː	*\textroundcap{\textturnscripta}\textlengthmark	vowel::empty::−high +low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded open-mid back vowel	ɔ̥̯ː	ɔ̯̥ː	*\textroundcap{\textopeno}\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded close-mid front vowel	e̥̯ː	e̯̥ː	*\textroundcap{e}\textlengthmark	vowel::empty::−high −low −back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded open-mid front vowel	ɛ̥̯ː	ɛ̯̥ː	*\textroundcap{\textipa{E}}\textlengthmark	vowel::empty::−high −low −back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded mid central vowel	ə̥̯ː	ə̯̥ː	*\textroundcap{\textschwa}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long rhotacized non-syllabic devoiced unrounded mid central vowel	ə̥̯˞ː	ɚ̯̥ː	*\textroundcap{\textrhookschwa}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded close-mid central vowel	ɘ̥̯ː	ɘ̯̥ː	*\textroundcap{\textreve}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded open-mid central vowel	ɜ̥̯ː	ɜ̯̥ː	*\textroundcap{\textipa{3}}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded open-mid central vowel	ɞ̥̯ː	ɞ̯̥ː	*\textroundcap{\textcloseepsilon}\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded close-mid back vowel	ɤ̥̯ː	ɤ̯̥ː	*\textroundcap{\textipa{7}}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded close front vowel	i̥̯ː	i̯̥ː	*\textroundcap{i}\textlengthmark	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded near-close near-front vowel	ɪ̥̯ː	ɪ̯̥ː	*\textroundcap{\textipa{I}}\textlengthmark	vowel::empty::+high −low −back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded close central vowel	ɨ̥̯ː	ɨ̯̥ː	*\textroundcap{\textbari}\textlengthmark	vowel::empty::+high −low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded close back vowel	ɯ̥̯ː	ɯ̯̥ː	*\textroundcap{\textturnm}\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded close-mid back vowel	o̥̯ː	o̯̥ː	*\textroundcap{o}\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded close-mid central vowel	ɵ̥̯ː	ɵ̯̥ː	*\textroundcap{\textbaro}\textlengthmark	vowel::empty::−high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded close-mid front vowel	ø̥̯ː	ø̯̥ː	*\textroundcap{\o}\textlengthmark	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded open front vowel	ɶ̥̯ː	ɶ̯̥ː	*\textroundcap{\textscoelig}\textlengthmark	vowel::empty::−high +low −back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded open-mid front vowel	œ̥̯ː	œ̯̥ː	*\textroundcap{\oe}\textlengthmark	vowel::empty::−high −low −back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded close back vowel	u̥̯ː	u̯̥ː	*\textroundcap{u}\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded close central vowel	ʉ̥̯ː	ʉ̯̥ː	*\textroundcap{\textbaru}\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded near-close near-back vowel	ʊ̥̯ː	ʊ̯̥ː	*\textroundcap{\textupsilon}\textlengthmark	vowel::empty::+high −low +back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded open-mid back vowel	ʌ̥̯ː	ʌ̯̥ː	*\textroundcap{\textturnv}\textlengthmark	vowel::empty::−high −low +back −round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded close front vowel	y̥̯ː	y̯̥ː	*\textroundcap{y}\textlengthmark	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced rounded near-close near-front vowel	ʏ̥̯ː	ʏ̯̥ː	*\textroundcap{\textipa{Y}}\textlengthmark	vowel::empty::+high −low −back +round −voice −nasal −spread glottis −constricted glottis
long non-syllabic devoiced unrounded near-open front vowel	æ̥̯ː	æ̯̥ː	*\textroundcap{\ae}\textlengthmark	vowel::empty::−high +low −back −round −voice −nasal −spread glottis −constricted glottis
long nasalized devoiced unrounded open front vowel	ḁ̃ː	ḁ̃ː	*\textipa{\~a}\textlengthmark	vowel::empty::−high +low +back −round −voice +nasal −spread glottis −constricted glottis
long nasalized devoiced unrounded near-open central vowel	ɐ̥̃ː	ɐ̥̃ː	*\textipa{\~\textturna}\textlengthmark	vowel::empty::−high +low +back −round −voice +nasal −spread glottis −constricted glottis
long nasalized devoiced unrounded open back vowel	ɑ̥̃ː	ɑ̥̃ː	*\textipa{\~\textscripta}\textlengthmark	vowel::empty::−high +low +back −round −voice +nasal −spread glottis −constricted glottis
